year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2024,8,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",85.00,8.00,4.00,0.49,3.51,0.00,0.00,2.00,0.00,417.00,245.00,35.00,137.00,0.00,0.00
2024,8,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",85.00,16.00,7.98,2.00,2.15,0.00,3.88,1.00,1.00,864.00,396.00,168.00,98.00,0.00,202.00
2024,8,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",178.00,23.00,10.96,1.36,5.33,0.00,5.35,6.00,1.00,1219.00,592.00,40.00,169.00,0.00,418.00
2024,8,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",82.00,18.00,7.06,0.00,4.09,0.00,6.85,5.00,0.00,988.00,416.00,0.00,172.00,0.00,400.00
2024,8,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1919.00,215.00,67.74,8.05,41.72,0.00,97.49,40.00,1.00,20110.00,9418.00,896.00,2047.00,0.00,7749.00
2024,8,9E,Endeavor Air Inc.,ATW,"Appleton, WI: Appleton International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,8,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",57.00,10.00,5.55,0.00,2.52,0.00,1.93,2.00,0.00,730.00,335.00,0.00,164.00,0.00,231.00
2024,8,9E,Endeavor Air Inc.,BDL,"Hartford, CT: Bradley International",26.00,7.00,0.49,0.00,2.24,0.00,4.27,3.00,0.00,571.00,43.00,0.00,61.00,0.00,467.00
2024,8,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",31.00,4.00,2.96,0.00,0.00,0.00,1.04,4.00,0.00,170.00,132.00,0.00,0.00,0.00,38.00
2024,8,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",124.00,26.00,5.10,0.93,8.32,0.00,11.65,15.00,0.00,2003.00,900.00,103.00,286.00,0.00,714.00
2024,8,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",84.00,15.00,3.72,0.00,4.61,0.00,6.67,8.00,0.00,738.00,169.00,0.00,178.00,0.00,391.00
2024,8,9E,Endeavor Air Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,8,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",62.00,8.00,2.04,0.02,2.50,0.00,3.43,1.00,0.00,436.00,122.00,1.00,114.00,0.00,199.00
2024,8,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",127.00,26.00,9.94,0.63,7.29,0.00,8.14,14.00,0.00,2176.00,963.00,156.00,450.00,0.00,607.00
2024,8,9E,Endeavor Air Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",19.00,1.00,0.04,0.96,0.00,0.00,0.00,0.00,0.00,77.00,3.00,74.00,0.00,0.00,0.00
2024,8,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",176.00,42.00,12.03,1.71,11.56,0.00,16.70,13.00,0.00,3598.00,1596.00,141.00,532.00,0.00,1329.00
2024,8,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",137.00,29.00,5.90,1.49,9.72,0.00,11.89,12.00,0.00,2049.00,555.00,211.00,679.00,0.00,604.00
2024,8,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",62.00,18.00,4.02,0.00,6.13,0.00,7.85,12.00,0.00,1276.00,221.00,0.00,420.00,0.00,635.00
2024,8,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",85.00,16.00,4.62,0.54,4.16,0.00,6.68,3.00,0.00,842.00,348.00,60.00,198.00,0.00,236.00
2024,8,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",108.00,22.00,6.24,1.01,7.41,0.00,7.35,1.00,0.00,1197.00,405.00,18.00,227.00,0.00,547.00
2024,8,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",140.00,30.00,10.29,0.00,8.52,0.00,11.19,14.00,0.00,3137.00,672.00,0.00,543.00,0.00,1922.00
2024,8,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",233.00,48.00,12.64,1.10,21.27,0.00,12.99,29.00,0.00,2921.00,737.00,60.00,1071.00,0.00,1053.00
2024,8,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",198.00,47.00,11.80,0.93,19.69,0.00,14.57,18.00,0.00,2705.00,620.00,44.00,999.00,0.00,1042.00
2024,8,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",302.00,65.00,16.78,0.00,25.45,0.00,22.77,33.00,1.00,5031.00,1279.00,0.00,1682.00,0.00,2070.00
2024,8,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",27.00,6.00,0.00,0.00,3.75,0.00,2.25,0.00,0.00,309.00,0.00,0.00,99.00,0.00,210.00
2024,8,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",85.00,13.00,7.34,1.00,2.90,0.00,1.76,5.00,0.00,771.00,430.00,84.00,164.00,0.00,93.00
2024,8,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",507.00,130.00,22.12,4.39,37.84,0.00,65.64,36.00,2.00,15892.00,2266.00,2453.00,5368.00,0.00,5805.00
2024,8,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",62.00,16.00,4.10,1.64,5.26,0.00,5.00,1.00,0.00,2258.00,915.00,687.00,211.00,0.00,445.00
2024,8,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",31.00,10.00,3.47,0.46,4.15,0.00,1.92,3.00,0.00,834.00,168.00,51.00,262.00,0.00,353.00
2024,8,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",171.00,52.00,12.98,3.77,19.57,0.00,15.68,12.00,0.00,3865.00,1010.00,302.00,974.00,0.00,1579.00
2024,8,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",49.00,12.00,5.05,0.00,4.42,0.00,2.52,1.00,0.00,508.00,291.00,0.00,125.00,0.00,92.00
2024,8,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",223.00,53.00,15.73,2.47,13.97,0.00,20.83,11.00,2.00,3858.00,953.00,117.00,1589.00,0.00,1199.00
2024,8,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1115.00,211.00,57.59,10.22,51.31,0.00,91.88,28.00,3.00,19089.00,7106.00,546.00,3432.00,0.00,8005.00
2024,8,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",85.00,12.00,2.76,1.00,2.26,0.00,5.99,1.00,0.00,504.00,71.00,84.00,91.00,0.00,258.00
2024,8,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",142.00,37.00,10.98,1.25,18.70,0.00,6.07,17.00,0.00,3216.00,766.00,92.00,1935.00,0.00,423.00
2024,8,9E,Endeavor Air Inc.,FAR,"Fargo, ND: Hector International",6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,8,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",39.00,6.00,1.75,0.00,2.39,0.00,1.86,0.00,0.00,329.00,64.00,0.00,78.00,0.00,187.00
2024,8,9E,Endeavor Air Inc.,GNV,"Gainesville, FL: Gainesville Regional",6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,8,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",92.00,22.00,4.99,0.00,9.49,0.00,7.52,10.00,0.00,1767.00,305.00,0.00,814.00,0.00,648.00
2024,8,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",164.00,33.00,5.40,0.36,11.34,0.00,15.90,10.00,3.00,2324.00,243.00,13.00,787.00,0.00,1281.00
2024,8,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",106.00,25.00,7.58,0.00,9.08,0.00,8.34,5.00,0.00,1854.00,560.00,0.00,566.00,0.00,728.00
2024,8,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",62.00,6.00,3.04,0.00,1.00,0.00,1.96,0.00,0.00,411.00,119.00,0.00,52.00,0.00,240.00
2024,8,9E,Endeavor Air Inc.,HPN,"White Plains, NY: Westchester County",83.00,12.00,7.30,0.00,3.10,0.00,1.60,3.00,0.00,955.00,647.00,0.00,219.00,0.00,89.00
2024,8,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,8,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",154.00,34.00,10.62,0.00,16.22,0.00,7.16,8.00,0.00,1716.00,644.00,0.00,656.00,0.00,416.00
2024,8,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",231.00,53.00,13.65,0.00,19.95,0.00,19.41,19.00,0.00,3557.00,613.00,0.00,1230.00,0.00,1714.00
2024,8,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",62.00,16.00,3.17,0.00,5.97,0.00,6.86,7.00,0.00,1232.00,446.00,0.00,346.00,0.00,440.00
2024,8,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",90.00,16.00,3.23,0.00,6.30,0.00,6.47,11.00,0.00,1097.00,311.00,0.00,310.00,0.00,476.00
2024,8,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1612.00,336.00,79.74,15.98,129.22,0.00,111.06,186.00,1.00,35247.00,9912.00,3655.00,11824.00,0.00,9856.00
2024,8,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",22.00,1.00,0.85,0.00,0.15,0.00,0.00,1.00,0.00,87.00,74.00,0.00,13.00,0.00,0.00
2024,8,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,8,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2980.00,551.00,118.28,26.26,212.37,0.02,194.08,299.00,21.00,60853.00,14068.00,3838.00,25406.00,2.00,17539.00
2024,8,9E,Endeavor Air Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",31.00,14.00,8.09,0.00,2.77,0.00,3.15,2.00,0.00,1109.00,716.00,0.00,173.00,0.00,220.00
2024,8,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",6.00,2.00,0.00,0.25,0.75,0.00,1.00,0.00,0.00,83.00,0.00,14.00,43.00,0.00,26.00
2024,8,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",140.00,31.00,9.48,0.60,16.18,0.00,4.74,14.00,0.00,2198.00,710.00,59.00,1003.00,0.00,426.00
2024,8,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",98.00,14.00,4.49,0.00,4.11,0.00,5.40,8.00,0.00,683.00,285.00,0.00,96.00,0.00,302.00
2024,8,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",93.00,7.00,5.00,0.00,2.00,0.00,0.00,1.00,0.00,352.00,237.00,0.00,115.00,0.00,0.00
2024,8,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",71.00,12.00,2.97,0.18,5.05,0.00,3.80,4.00,0.00,878.00,257.00,45.00,346.00,0.00,230.00
2024,8,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad Cities International",62.00,8.00,0.23,0.00,4.00,0.00,3.77,3.00,0.00,296.00,8.00,0.00,132.00,0.00,156.00
2024,8,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",82.00,13.00,7.92,0.00,2.11,0.00,2.97,0.00,0.00,547.00,361.00,0.00,45.00,0.00,141.00
2024,8,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",48.00,5.00,2.00,0.82,2.12,0.00,0.06,0.00,0.00,200.00,67.00,27.00,104.00,0.00,2.00
2024,8,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",94.00,26.00,3.88,0.48,10.88,0.00,10.76,4.00,0.00,1317.00,274.00,32.00,469.00,0.00,542.00
2024,8,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",622.00,183.00,28.28,2.27,93.51,0.00,58.94,10.00,1.00,9479.00,2044.00,300.00,3851.00,0.00,3284.00
2024,8,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",71.00,12.00,3.09,0.92,4.99,0.00,3.00,5.00,0.00,1407.00,202.00,750.00,267.00,0.00,188.00
2024,8,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,8,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",60.00,13.00,4.41,0.51,4.81,0.00,3.27,6.00,0.00,1006.00,146.00,42.00,313.00,0.00,505.00
2024,8,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",182.00,26.00,6.26,0.00,11.37,1.00,7.37,18.00,1.00,1931.00,645.00,0.00,635.00,66.00,585.00
2024,8,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",26.00,8.00,2.56,0.00,0.89,0.00,4.56,2.00,0.00,616.00,374.00,0.00,78.00,0.00,164.00
2024,8,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",166.00,37.00,12.30,0.50,14.08,0.00,10.12,15.00,0.00,2547.00,954.00,10.00,805.00,0.00,778.00
2024,8,9E,Endeavor Air Inc.,PNS,"Pensacola, FL: Pensacola International",5.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,8,9E,Endeavor Air Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",26.00,7.00,1.96,0.00,0.49,0.00,4.55,0.00,0.00,504.00,46.00,0.00,61.00,0.00,397.00
2024,8,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",87.00,19.00,1.66,0.00,7.57,0.00,9.77,5.00,0.00,1146.00,144.00,0.00,312.00,0.00,690.00
2024,8,9E,Endeavor Air Inc.,RAP,"Rapid City, SD: Rapid City Regional",3.00,3.00,1.91,0.00,1.09,0.00,0.00,0.00,0.00,96.00,67.00,0.00,29.00,0.00,0.00
2024,8,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",560.00,143.00,21.42,1.47,48.82,0.00,71.30,53.00,2.00,16566.00,2088.00,742.00,6156.00,0.00,7580.00
2024,8,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",243.00,54.00,10.44,0.87,17.30,0.00,25.39,22.00,0.00,4355.00,2074.00,54.00,673.00,0.00,1554.00
2024,8,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",65.00,12.00,2.57,0.00,4.86,0.00,4.57,6.00,0.00,1271.00,93.00,0.00,312.00,0.00,866.00
2024,8,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",233.00,50.00,15.18,1.78,10.28,0.00,22.76,26.00,1.00,3363.00,973.00,257.00,549.00,0.00,1584.00
2024,8,9E,Endeavor Air Inc.,RST,"Rochester, MN: Rochester International",23.00,8.00,1.99,0.00,3.72,0.00,2.29,0.00,0.00,323.00,115.00,0.00,133.00,0.00,75.00
2024,8,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",180.00,42.00,7.87,0.00,17.72,1.00,15.40,20.00,0.00,3386.00,642.00,0.00,1405.00,17.00,1322.00
2024,8,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",48.00,6.00,3.70,0.00,1.81,0.00,0.49,2.00,0.00,253.00,145.00,0.00,67.00,0.00,41.00
2024,8,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",43.00,6.00,2.90,0.00,1.45,0.00,1.66,0.00,0.00,402.00,137.00,0.00,116.00,0.00,149.00
2024,8,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",114.00,10.00,4.19,1.83,3.19,0.00,0.79,2.00,0.00,547.00,233.00,80.00,212.00,0.00,22.00
2024,8,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",139.00,22.00,4.78,0.52,6.22,0.00,10.47,12.00,0.00,1865.00,472.00,73.00,430.00,0.00,890.00
2024,8,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",215.00,57.00,13.29,0.68,21.38,0.00,21.65,16.00,0.00,3321.00,592.00,28.00,1314.00,0.00,1387.00
2024,8,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",61.00,12.00,6.69,0.00,4.45,0.00,0.85,3.00,0.00,488.00,267.00,0.00,193.00,0.00,28.00
2024,8,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",116.00,8.00,3.37,0.00,2.54,0.00,2.09,0.00,1.00,548.00,168.00,0.00,104.00,0.00,276.00
2024,8,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",49.00,5.00,2.95,0.00,1.26,0.00,0.79,0.00,0.00,335.00,240.00,0.00,49.00,0.00,46.00
2024,8,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",293.00,47.00,14.02,1.77,17.32,0.00,13.88,12.00,1.00,2895.00,1023.00,157.00,657.00,0.00,1058.00
2024,8,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",62.00,9.00,5.44,1.55,1.28,0.00,0.73,3.00,0.00,1243.00,321.00,742.00,129.00,0.00,51.00
2024,8,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",141.00,18.00,7.16,0.00,5.90,0.00,4.95,1.00,0.00,803.00,335.00,0.00,189.00,0.00,279.00
2024,8,AA,American Airlines Network,ABQ,"Albuquerque, NM: Albuquerque International Sunport",290.00,83.00,37.29,0.59,11.52,0.00,33.60,3.00,0.00,5856.00,2350.00,96.00,555.00,0.00,2855.00
2024,8,AA,American Airlines Network,ALB,"Albany, NY: Albany International",121.00,49.00,13.93,2.66,3.30,0.34,28.77,3.00,1.00,4835.00,1331.00,404.00,200.00,22.00,2878.00
2024,8,AA,American Airlines Network,ANC,"Anchorage, AK: Ted Stevens Anchorage International",93.00,32.00,12.19,0.94,8.49,0.00,10.38,0.00,2.00,1974.00,525.00,141.00,376.00,0.00,932.00
2024,8,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",738.00,271.00,88.81,13.75,42.57,0.04,125.83,24.00,1.00,23082.00,7463.00,1729.00,2229.00,3.00,11658.00
2024,8,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",1207.00,332.00,108.94,15.62,34.21,0.04,173.19,25.00,1.00,26700.00,9092.00,1583.00,1482.00,1.00,14542.00
2024,8,AA,American Airlines Network,AVL,"Asheville, NC: Asheville Regional",59.00,21.00,2.38,3.02,2.35,0.00,13.25,5.00,0.00,2575.00,441.00,173.00,86.00,0.00,1875.00
2024,8,AA,American Airlines Network,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",84.00,41.00,16.19,2.15,3.47,0.00,19.19,2.00,0.00,3500.00,1767.00,204.00,144.00,0.00,1385.00
2024,8,AA,American Airlines Network,BDL,"Hartford, CT: Bradley International",443.00,149.00,46.53,4.69,27.35,0.00,70.43,19.00,1.00,11279.00,4016.00,405.00,1395.00,0.00,5463.00
2024,8,AA,American Airlines Network,BFL,"Bakersfield, CA: Meadows Field",62.00,19.00,6.48,0.83,0.11,0.00,11.58,1.00,0.00,1453.00,710.00,24.00,6.00,0.00,713.00
2024,8,AA,American Airlines Network,BGR,"Bangor, ME: Bangor International",131.00,34.00,12.71,0.61,8.09,0.00,12.58,6.00,1.00,1984.00,769.00,47.00,353.00,0.00,815.00
2024,8,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",855.00,300.00,98.77,12.56,40.47,0.25,147.95,16.00,0.00,22005.00,6939.00,1288.00,1343.00,15.00,12420.00
2024,8,AA,American Airlines Network,BOI,"Boise, ID: Boise Air Terminal",71.00,18.00,4.36,0.00,1.21,0.00,12.43,0.00,0.00,1135.00,247.00,0.00,39.00,0.00,849.00
2024,8,AA,American Airlines Network,BOS,"Boston, MA: Logan International",1648.00,589.00,162.02,24.97,173.73,1.64,226.64,60.00,5.00,44665.00,11966.00,2423.00,9206.00,123.00,20947.00
2024,8,AA,American Airlines Network,BTV,"Burlington, VT: Burlington International",115.00,39.00,12.13,0.76,13.44,0.00,12.67,5.00,0.00,3368.00,1324.00,109.00,668.00,0.00,1267.00
2024,8,AA,American Airlines Network,BUF,"Buffalo, NY: Buffalo Niagara International",302.00,113.00,39.90,5.96,15.05,0.00,52.09,6.00,0.00,7819.00,3014.00,646.00,568.00,0.00,3591.00
2024,8,AA,American Airlines Network,BUR,"Burbank, CA: Bob Hope",112.00,25.00,8.58,0.79,6.43,0.00,9.19,0.00,0.00,1520.00,419.00,118.00,288.00,0.00,695.00
2024,8,AA,American Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",367.00,118.00,33.92,6.52,22.38,0.05,55.12,11.00,5.00,9581.00,2168.00,2133.00,1150.00,5.00,4125.00
2024,8,AA,American Airlines Network,BZN,"Bozeman, MT: Bozeman Yellowstone International",124.00,38.00,8.19,0.21,8.67,0.00,20.93,1.00,0.00,2696.00,650.00,10.00,348.00,0.00,1688.00
2024,8,AA,American Airlines Network,CAE,"Columbia, SC: Columbia Metropolitan",61.00,23.00,10.21,0.00,1.00,0.00,11.79,1.00,0.00,2470.00,1237.00,0.00,18.00,0.00,1215.00
2024,8,AA,American Airlines Network,CHS,"Charleston, SC: Charleston AFB/International",387.00,128.00,46.22,7.03,16.58,1.00,57.17,26.00,0.00,11243.00,3422.00,875.00,1238.00,100.00,5608.00
2024,8,AA,American Airlines Network,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",70.00,28.00,11.48,1.30,1.22,0.00,14.00,3.00,0.00,4241.00,1280.00,90.00,65.00,0.00,2806.00
2024,8,AA,American Airlines Network,CLE,"Cleveland, OH: Cleveland-Hopkins International",378.00,135.00,48.38,5.73,18.18,0.51,62.20,12.00,1.00,8962.00,3019.00,1061.00,1015.00,49.00,3818.00
2024,8,AA,American Airlines Network,CLT,"Charlotte, NC: Charlotte Douglas International",10974.00,2940.00,695.02,147.24,804.32,3.84,1289.59,396.00,40.00,287568.00,97822.00,17207.00,46098.00,127.00,126314.00
2024,8,AA,American Airlines Network,CMH,"Columbus, OH: John Glenn Columbus International",336.00,107.00,25.11,3.45,16.08,1.00,61.36,6.00,0.00,9388.00,1849.00,180.00,997.00,18.00,6344.00
2024,8,AA,American Airlines Network,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",91.00,22.00,8.40,0.00,2.35,0.00,11.25,1.00,1.00,1240.00,643.00,0.00,85.00,0.00,512.00
2024,8,AA,American Airlines Network,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",306.00,91.00,29.72,6.36,12.91,0.44,41.57,7.00,1.00,6055.00,1650.00,599.00,504.00,33.00,3269.00
2024,8,AA,American Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",2389.00,774.00,192.91,47.55,182.07,1.55,349.93,112.00,15.00,78180.00,22175.00,6698.00,10216.00,76.00,39015.00
2024,8,AA,American Airlines Network,DEN,"Denver, CO: Denver International",693.00,235.00,72.94,10.10,51.86,0.00,100.10,14.00,1.00,17382.00,4622.00,878.00,2977.00,0.00,8905.00
2024,8,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",14274.00,3519.00,1033.96,133.11,525.16,10.95,1815.82,204.00,19.00,357076.00,122038.00,14004.00,22755.00,540.00,197739.00
2024,8,AA,American Airlines Network,DRO,"Durango, CO: Durango La Plata County",1.00,1.00,0.21,0.00,0.00,0.00,0.79,0.00,0.00,126.00,26.00,0.00,0.00,0.00,100.00
2024,8,AA,American Airlines Network,DSM,"Des Moines, IA: Des Moines International",189.00,93.00,34.61,1.52,7.11,0.00,49.76,3.00,3.00,10384.00,3206.00,238.00,216.00,0.00,6724.00
2024,8,AA,American Airlines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",584.00,215.00,73.86,4.24,35.16,1.56,100.19,15.00,1.00,17082.00,6142.00,570.00,1644.00,50.00,8676.00
2024,8,AA,American Airlines Network,ECP,"Panama City, FL: Northwest Florida Beaches International",44.00,13.00,3.79,0.04,2.71,0.00,6.47,1.00,0.00,1006.00,195.00,4.00,159.00,0.00,648.00
2024,8,AA,American Airlines Network,EGE,"Eagle, CO: Eagle County Regional",92.00,30.00,9.41,1.00,4.60,0.00,14.99,0.00,2.00,5795.00,1861.00,28.00,186.00,0.00,3720.00
2024,8,AA,American Airlines Network,ELP,"El Paso, TX: El Paso International",178.00,84.00,31.57,0.00,6.84,0.00,45.59,4.00,0.00,8218.00,3347.00,0.00,279.00,0.00,4592.00
2024,8,AA,American Airlines Network,EUG,"Eugene, OR: Mahlon Sweet Field",62.00,21.00,8.37,0.00,2.12,0.00,10.51,0.00,0.00,1631.00,514.00,0.00,56.00,0.00,1061.00
2024,8,AA,American Airlines Network,EWR,"Newark, NJ: Newark Liberty International",622.00,239.00,50.54,9.67,82.65,0.67,95.47,48.00,10.00,20925.00,4078.00,967.00,6944.00,18.00,8918.00
2024,8,AA,American Airlines Network,EYW,"Key West, FL: Key West International",90.00,23.00,6.16,0.88,5.66,0.00,10.31,11.00,0.00,3303.00,1021.00,36.00,291.00,0.00,1955.00
2024,8,AA,American Airlines Network,FAT,"Fresno, CA: Fresno Yosemite International",147.00,46.00,17.62,0.00,3.88,0.00,24.50,0.00,1.00,2971.00,1053.00,0.00,118.00,0.00,1800.00
2024,8,AA,American Airlines Network,FCA,"Kalispell, MT: Glacier Park International",100.00,21.00,4.97,0.00,12.18,0.00,3.85,0.00,0.00,1084.00,406.00,0.00,411.00,0.00,267.00
2024,8,AA,American Airlines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",420.00,154.00,49.16,4.48,31.76,0.58,68.02,22.00,1.00,13125.00,4846.00,698.00,1619.00,51.00,5911.00
2024,8,AA,American Airlines Network,FSD,"Sioux Falls, SD: Joe Foss Field",62.00,21.00,7.57,0.00,1.64,0.00,11.80,1.00,0.00,1782.00,542.00,0.00,49.00,0.00,1191.00
